Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows
2188,no,no,0,4,False.,Yes
2189,no,no,0,2,False.,Yes
2190,no,no,0,1,False.,Yes
2191,no,yes,37,2,False.,Yes
2192,no,no,0,2,False.,Yes
2193,no,no,0,2,False.,No
2194,no,no,0,0,False.,Yes
2195,no,no,0,0,False.,Yes
2196,no,no,0,0,False.,Yes
2197,no,yes,28,0,False.,Yes
2198,no,no,0,2,False.,Yes
2199,no,no,0,1,False.,Yes
2200,no,no,0,3,True.,Yes
2201,no,yes,30,0,False.,Yes
2202,no,no,0,0,False.,No
2203,no,no,0,2,False.,No
2204,no,no,0,2,True.,No
2205,no,no,0,2,False.,Yes
2206,no,no,0,0,False.,Yes
2207,yes,yes,18,0,True.,Yes
2208,no,no,0,2,True.,No
2209,no,no,0,0,False.,No
2210,no,yes,19,3,False.,Yes
2211,no,yes,25,2,False.,Yes
2212,no,no,0,0,False.,No
2213,no,no,0,4,True.,Yes
2214,no,no,0,2,True.,Yes
2215,no,no,0,3,False.,Yes
2216,yes,no,0,0,True.,Yes
2217,no,no,0,1,False.,No
2218,no,no,0,4,False.,No
2219,yes,no,0,0,True.,Yes
2220,no,no,0,0,True.,No
2221,no,no,0,1,False.,Yes
2222,no,no,0,1,False.,No
2223,no,yes,27,0,False.,Yes
2224,no,no,0,1,False.,Yes
2225,no,no,0,3,False.,No
2226,no,yes,27,1,False.,Yes
2227,no,no,0,1,False.,No
2228,no,no,0,3,False.,Yes
2229,no,yes,26,2,False.,No
2230,no,yes,23,2,False.,Yes
2231,no,no,0,1,False.,No
2232,no,yes,31,1,False.,No
2233,no,no,0,3,False.,Yes
2234,no,yes,31,2,False.,Yes
2235,no,no,0,1,False.,No
2236,no,no,0,0,False.,No
2237,no,no,0,1,False.,Yes
2238,no,no,0,0,False.,Yes
2239,no,no,0,3,False.,No
2240,yes,no,0,3,True.,Yes
2241,no,no,0,4,False.,Yes
2242,no,yes,29,2,False.,Yes
2243,no,no,0,1,True.,Yes
2244,no,no,0,3,False.,No
2245,no,no,0,1,False.,Yes
2246,no,no,0,1,False.,Yes
2247,yes,no,0,0,False.,Yes
2248,no,no,0,3,True.,Yes
2249,no,no,0,1,False.,No
2250,no,yes,33,0,False.,Yes
2251,no,no,0,2,True.,Yes
2252,no,no,0,2,False.,Yes
2253,yes,yes,26,1,False.,Yes
2254,no,no,0,2,False.,Yes
2255,yes,no,0,2,False.,Yes
2256,no,no,0,2,True.,Yes
2257,no,no,0,3,False.,Yes
2258,no,no,0,2,False.,Yes
2259,yes,no,0,0,True.,Yes
2260,no,no,0,1,False.,No
2261,yes,no,0,1,True.,Yes
2262,no,no,0,0,False.,No
2263,no,yes,35,1,False.,Yes
2264,no,no,0,1,False.,No
2265,yes,no,0,3,True.,Yes
2266,no,no,0,2,False.,Yes
2267,no,no,0,2,False.,Yes
2268,no,no,0,1,False.,Yes
2269,no,no,0,1,False.,Yes
2270,no,no,0,0,False.,Yes
2271,no,no,0,0,False.,Yes
2272,no,no,0,1,False.,Yes
2273,no,no,0,0,False.,Yes
2274,yes,no,0,0,True.,Yes
2275,no,no,0,1,False.,Yes
2276,no,no,0,3,False.,Yes
2277,no,no,0,2,False.,Yes
2278,no,no,0,2,False.,No
2279,no,no,0,0,False.,Yes
2280,no,yes,24,2,False.,Yes
2281,no,no,0,2,False.,Yes
2282,no,yes,29,1,False.,Yes
2283,no,yes,37,0,False.,Yes
2284,no,no,0,3,False.,Yes
2285,no,yes,31,1,False.,Yes
2286,no,no,0,1,False.,Yes
2287,no,no,0,3,True.,Yes
2288,no,no,0,4,True.,No
2289,no,no,0,2,False.,Yes
2290,no,no,0,3,False.,No
2291,no,yes,27,1,False.,Yes
2292,no,no,0,1,False.,Yes
2293,no,no,0,2,False.,Yes
2294,no,no,0,2,False.,No
2295,yes,yes,29,2,False.,Yes
2296,no,yes,34,1,False.,Yes
2297,no,yes,10,0,False.,Yes
2298,no,no,0,2,False.,Yes
2299,no,no,0,0,False.,No
2300,no,no,0,2,False.,No
2301,no,no,0,1,False.,Yes
2302,no,no,0,2,False.,Yes
2303,yes,yes,16,1,False.,Yes
2304,yes,no,0,4,True.,Yes
2305,no,no,0,2,False.,Yes
2306,no,no,0,3,False.,Yes
2307,no,no,0,1,False.,Yes
2308,no,no,0,0,False.,No
2309,no,no,0,1,False.,No
2310,yes,no,0,3,False.,Yes
2311,no,no,0,0,True.,Yes
2312,no,yes,27,4,False.,Yes
2313,no,yes,36,1,False.,No
2314,no,no,0,0,True.,Yes
2315,no,no,0,1,False.,Yes
2316,no,no,0,0,True.,No
2317,no,no,0,2,False.,Yes
2318,no,yes,22,2,False.,Yes
2319,no,no,0,5,True.,Yes
2320,no,yes,28,3,False.,Yes
2321,no,no,0,3,False.,Yes
2322,no,no,0,2,False.,No
2323,no,yes,24,0,False.,Yes
2324,no,no,0,6,False.,No
2325,no,no,0,2,False.,Yes
2326,no,no,0,1,False.,Yes
2327,no,no,0,1,False.,Yes
2328,no,no,0,2,False.,Yes
2329,no,no,0,2,False.,Yes
2330,no,yes,25,2,False.,Yes
2331,yes,no,0,2,False.,No
2332,no,yes,33,3,False.,No
2333,no,no,0,0,False.,No
2334,no,no,0,1,False.,Yes
2335,no,no,0,2,False.,Yes
2336,no,yes,13,1,False.,Yes
2337,no,no,0,2,False.,Yes
2338,no,no,0,4,True.,Yes
2339,no,no,0,1,True.,Yes
2340,no,no,0,2,False.,Yes
2341,no,no,0,0,False.,No
2342,no,yes,29,1,False.,Yes
2343,no,no,0,2,False.,No
2344,no,no,0,2,False.,No
2345,no,no,0,1,False.,Yes
2346,no,yes,29,2,False.,Yes
2347,no,no,0,1,False.,Yes
2348,no,no,0,0,False.,Yes
2349,no,yes,20,5,False.,Yes
2350,no,no,0,3,False.,Yes
2351,no,no,0,1,False.,Yes
2352,no,no,0,1,False.,Yes
2353,no,no,0,1,False.,No
2354,yes,no,0,1,False.,Yes
2355,no,yes,28,1,False.,Yes
2356,no,no,0,0,False.,Yes
2357,no,no,0,1,False.,Yes
2358,no,yes,33,1,False.,Yes
2359,yes,no,0,1,True.,Yes
2360,no,yes,31,3,False.,Yes
2361,yes,yes,25,1,False.,Yes
2362,no,no,0,4,False.,Yes
2363,no,yes,35,1,False.,Yes
2364,no,yes,26,1,False.,Yes
2365,no,no,0,3,False.,Yes
2366,no,yes,31,0,False.,Yes
2367,no,yes,37,1,False.,Yes
2368,no,no,0,2,True.,Yes
2369,no,yes,16,0,False.,Yes
2370,no,yes,37,0,False.,Yes
2371,no,no,0,3,False.,No
2372,no,no,0,1,False.,Yes
2373,no,no,0,2,False.,Yes
2374,no,no,0,2,False.,No
2375,no,yes,31,4,False.,No
2376,yes,no,0,0,False.,No
2377,no,no,0,3,False.,No
2378,no,no,0,0,False.,No
2379,no,no,0,1,False.,Yes
2380,no,no,0,1,False.,Yes
2381,no,yes,25,2,False.,No
2382,no,yes,38,0,False.,Yes
2383,no,no,0,3,False.,No
2384,no,no,0,5,True.,Yes
2385,no,no,0,2,False.,Yes
2386,no,no,0,1,False.,No
2387,no,yes,42,0,False.,Yes
2388,no,no,0,3,False.,No
2389,no,no,0,0,False.,Yes
2390,yes,yes,23,1,False.,No
2391,no,no,0,3,True.,No
2392,no,no,0,0,False.,Yes
2393,no,no,0,2,False.,Yes
2394,yes,yes,31,1,False.,Yes
2395,no,no,0,0,False.,Yes
2396,no,no,0,0,False.,Yes
2397,no,no,0,1,False.,Yes
2398,no,no,0,2,False.,Yes
2399,no,no,0,1,False.,Yes
2400,no,yes,27,0,False.,Yes
2401,no,no,0,0,False.,Yes
2402,no,no,0,2,False.,No
2403,no,no,0,2,False.,Yes
2404,no,no,0,2,False.,Yes
2405,no,yes,32,0,False.,No
2406,no,no,0,3,False.,Yes
2407,no,no,0,1,False.,No
2408,no,yes,33,3,False.,Yes
2409,no,no,0,1,False.,Yes
2410,yes,no,0,0,False.,Yes
2411,no,yes,25,3,False.,Yes
2412,no,no,0,1,False.,No
2413,no,no,0,0,False.,No
2414,no,no,0,3,False.,No
2415,no,yes,35,3,False.,Yes
2416,no,no,0,2,False.,Yes
2417,yes,no,0,1,False.,No
2418,no,no,0,3,False.,Yes
2419,no,no,0,0,False.,No
2420,no,yes,30,3,False.,Yes
2421,no,no,0,1,False.,No
2422,no,no,0,1,False.,Yes
2423,no,yes,35,5,False.,Yes
2424,no,no,0,1,False.,Yes
2425,no,no,0,4,True.,Yes
2426,no,no,0,2,True.,Yes
2427,no,no,0,0,False.,Yes
2428,no,no,0,6,True.,Yes
2429,no,no,0,1,False.,Yes
2430,no,no,0,1,False.,Yes
2431,no,no,0,1,False.,No
2432,no,yes,34,1,False.,Yes
2433,no,no,0,1,False.,No
2434,no,no,0,2,False.,Yes
2435,no,no,0,3,False.,No
2436,yes,no,0,3,True.,Yes
2437,no,yes,37,1,False.,No
2438,no,no,0,4,False.,Yes
2439,no,no,0,2,False.,Yes
2440,no,no,0,1,False.,No
2441,no,yes,17,0,False.,Yes
2442,no,no,0,0,False.,Yes
2443,no,no,0,2,False.,No
2444,yes,no,0,1,True.,Yes
2445,no,no,0,1,False.,No
2446,no,no,0,0,False.,Yes
2447,no,no,0,2,False.,Yes
2448,yes,yes,29,1,True.,Yes
2449,no,yes,20,2,False.,Yes
2450,no,no,0,0,False.,Yes
2451,no,no,0,0,False.,Yes
2452,no,no,0,2,False.,Yes
2453,no,no,0,0,False.,Yes
2454,yes,no,0,1,False.,Yes
2455,no,no,0,2,True.,Yes
2456,no,no,0,2,False.,Yes
2457,no,no,0,2,True.,Yes
2458,no,no,0,1,True.,Yes
2459,no,no,0,0,False.,No
2460,no,yes,31,1,False.,Yes
2461,no,no,0,2,False.,Yes
2462,no,no,0,3,False.,Yes
2463,no,no,0,3,False.,No
2464,no,no,0,0,False.,No
2465,no,yes,33,0,False.,Yes
2466,no,yes,29,1,False.,Yes
2467,no,yes,45,1,False.,Yes
2468,no,no,0,3,False.,No
2469,no,no,0,1,False.,Yes
2470,no,no,0,4,True.,Yes
2471,no,no,0,4,False.,No
2472,no,no,0,1,False.,No
2473,no,no,0,2,False.,Yes
2474,no,no,0,0,False.,Yes
2475,yes,no,0,0,False.,Yes
2476,no,no,0,2,False.,Yes
2477,no,no,0,1,True.,Yes
2478,no,yes,36,1,True.,Yes
2479,no,no,0,3,False.,Yes
2480,no,no,0,2,False.,Yes
2481,no,no,0,9,True.,Yes
2482,no,yes,22,1,False.,Yes
2483,no,no,0,0,False.,Yes
2484,no,yes,30,2,False.,Yes
2485,yes,no,0,0,False.,No
2486,no,no,0,0,False.,No
2487,yes,no,0,2,True.,Yes
2488,no,yes,32,6,True.,Yes
2489,no,no,0,1,True.,Yes
2490,no,no,0,0,True.,Yes
2491,no,no,0,0,False.,Yes
2492,no,yes,19,2,False.,Yes
2493,no,no,0,1,False.,Yes
2494,no,yes,25,0,False.,Yes
2495,no,no,0,3,False.,Yes
2496,no,no,0,4,False.,Yes
2497,yes,no,0,2,False.,Yes
2498,no,no,0,1,True.,No
2499,no,no,0,1,False.,Yes
2500,no,no,0,1,False.,Yes
2501,yes,yes,39,0,False.,No
2502,yes,no,0,1,True.,No
2503,no,yes,33,5,True.,No
2504,no,no,0,2,False.,No
2505,no,no,0,1,False.,No
2506,no,yes,29,1,True.,Yes
2507,no,no,0,2,False.,Yes
2508,yes,yes,31,1,True.,No
2509,no,no,0,1,False.,Yes
2510,no,yes,8,2,False.,Yes
2511,no,no,0,0,False.,Yes
2512,no,no,0,1,False.,Yes
2513,no,no,0,1,True.,Yes
2514,no,no,0,0,False.,Yes
2515,yes,no,0,0,False.,Yes
2516,no,no,0,5,True.,Yes
2517,no,no,0,2,False.,Yes
2518,no,no,0,2,False.,No
2519,no,no,0,0,False.,Yes
2520,no,no,0,2,True.,Yes
2521,yes,no,0,2,True.,No
2522,no,no,0,4,True.,Yes
2523,no,yes,36,2,False.,Yes
2524,no,no,0,0,False.,No
2525,no,yes,15,1,False.,Yes
2526,no,yes,28,2,False.,Yes
2527,no,no,0,1,False.,Yes
2528,no,no,0,2,False.,Yes
2529,no,no,0,6,True.,Yes
2530,no,yes,21,2,False.,No
2531,no,yes,40,0,False.,No
2532,no,yes,31,1,False.,Yes
2533,no,no,0,4,True.,Yes
2534,no,no,0,2,False.,Yes
2535,no,no,0,0,False.,No
2536,no,yes,23,1,False.,No
2537,no,no,0,1,False.,No
2538,no,yes,31,4,True.,Yes
2539,no,no,0,2,False.,Yes
2540,no,no,0,1,False.,No
2541,no,no,0,0,False.,No
2542,no,yes,13,1,False.,Yes
2543,no,yes,34,3,False.,Yes
2544,no,no,0,0,False.,Yes
2545,no,yes,31,5,False.,Yes
2546,no,no,0,1,False.,Yes
2547,no,no,0,2,False.,Yes
2548,no,no,0,1,False.,Yes
2549,no,no,0,3,False.,Yes
2550,no,no,0,3,False.,Yes
2551,no,no,0,1,False.,Yes
2552,no,no,0,2,True.,Yes
2553,no,no,0,1,False.,No
2554,no,yes,38,1,False.,No
2555,no,no,0,1,False.,Yes
2556,no,no,0,1,False.,No
2557,no,no,0,4,False.,Yes
2558,no,yes,45,1,False.,Yes
2559,no,yes,23,1,False.,Yes
2560,no,no,0,4,False.,Yes
2561,no,no,0,2,False.,Yes
2562,no,no,0,0,False.,Yes
2563,no,no,0,2,False.,Yes
2564,no,yes,11,2,False.,Yes
2565,no,yes,32,1,False.,No
2566,no,no,0,3,False.,Yes
2567,no,yes,38,0,False.,Yes
2568,yes,no,0,1,False.,No
2569,yes,yes,41,1,True.,Yes
2570,no,no,0,3,False.,Yes
2571,no,no,0,3,False.,Yes
2572,no,yes,23,0,False.,Yes
2573,no,no,0,1,True.,Yes
2574,no,yes,40,0,False.,Yes
2575,no,yes,22,0,False.,Yes
2576,no,no,0,1,False.,Yes
2577,no,no,0,1,False.,Yes
2578,no,no,0,1,False.,No
2579,no,yes,34,1,False.,Yes
2580,yes,yes,29,3,True.,Yes
2581,yes,no,0,3,False.,Yes
2582,no,no,0,1,False.,Yes
2583,no,no,0,2,False.,Yes
2584,no,yes,30,2,False.,No
2585,no,yes,39,0,False.,No
2586,no,yes,17,1,False.,No
2587,no,no,0,0,False.,Yes
2588,no,no,0,0,False.,No
2589,no,no,0,0,False.,Yes
2590,no,no,0,4,True.,Yes
2591,no,no,0,1,False.,Yes
2592,no,no,0,2,False.,No
2593,no,no,0,0,False.,Yes
2594,no,no,0,5,True.,No
2595,no,yes,21,1,False.,No
2596,no,no,0,1,False.,Yes
2597,no,yes,22,1,False.,Yes
2598,no,yes,32,2,False.,No
2599,no,no,0,1,False.,Yes
2600,no,no,0,1,False.,No
2601,no,yes,41,1,False.,No
2602,no,no,0,0,False.,Yes
2603,no,no,0,2,False.,No
2604,no,no,0,2,False.,Yes
2605,no,no,0,1,False.,No
2606,no,no,0,3,False.,Yes
2607,no,no,0,1,False.,Yes
2608,no,no,0,0,False.,Yes
2609,no,yes,20,2,False.,Yes
2610,no,no,0,2,False.,Yes
2611,no,no,0,2,False.,Yes
2612,no,no,0,3,False.,Yes
2613,no,yes,42,0,False.,Yes
2614,no,no,0,2,False.,Yes
2615,no,no,0,0,False.,Yes
2616,no,no,0,5,True.,No
2617,no,yes,19,2,False.,Yes
2618,yes,no,0,0,False.,No
2619,no,no,0,2,False.,No
2620,no,no,0,2,False.,Yes
2621,no,yes,28,1,False.,Yes
2622,no,no,0,1,False.,No
2623,no,no,0,2,False.,Yes
2624,no,no,0,3,False.,No
2625,no,no,0,1,False.,Yes
2626,no,no,0,0,False.,Yes
2627,yes,no,0,0,True.,No
2628,no,no,0,2,False.,Yes
2629,no,no,0,3,False.,No
2630,no,no,0,2,False.,No
2631,no,no,0,2,False.,Yes
2632,no,no,0,1,False.,Yes
2633,no,no,0,2,False.,Yes
2634,no,no,0,2,True.,Yes
2635,no,no,0,1,False.,Yes
2636,no,no,0,2,True.,Yes
2637,no,no,0,0,True.,Yes
2638,no,no,0,3,False.,Yes
2639,no,no,0,1,False.,No
2640,yes,yes,28,3,True.,Yes
2641,no,yes,24,1,False.,No
2642,no,no,0,2,False.,Yes
2643,no,no,0,1,True.,Yes
2644,no,yes,28,1,False.,Yes
2645,no,no,0,3,False.,Yes
2646,no,no,0,0,False.,No
2647,no,no,0,2,False.,No
2648,no,no,0,2,False.,Yes
2649,no,yes,21,1,False.,No
2650,yes,no,0,2,False.,Yes
2651,no,no,0,1,False.,Yes
2652,no,no,0,1,False.,No
2653,no,no,0,1,False.,Yes
2654,no,no,0,6,False.,No
2655,no,no,0,2,False.,Yes
2656,no,no,0,2,False.,Yes
2657,no,no,0,2,False.,Yes
2658,no,no,0,0,False.,Yes
2659,no,no,0,0,False.,Yes
2660,no,yes,29,1,False.,Yes
2661,no,no,0,1,False.,No
2662,no,yes,33,1,False.,Yes
2663,no,no,0,1,False.,No
2664,no,no,0,1,False.,No
2665,no,no,0,1,False.,Yes
2666,no,no,0,0,False.,Yes
2667,no,no,0,2,False.,No
2668,no,no,0,2,True.,Yes
2669,yes,no,0,3,False.,Yes
2670,no,no,0,3,False.,Yes
2671,no,yes,43,1,False.,Yes
2672,no,no,0,2,False.,Yes
2673,no,no,0,1,True.,Yes
2674,no,no,0,1,True.,Yes
2675,no,no,0,1,False.,Yes
2676,no,no,0,1,True.,Yes
2677,no,yes,33,2,False.,No
2678,no,no,0,2,False.,No
2679,no,no,0,0,False.,No
2680,no,no,0,1,False.,Yes
2681,no,no,0,0,False.,Yes
2682,no,no,0,4,True.,Yes
2683,no,no,0,2,False.,Yes
2684,no,no,0,1,False.,Yes
2685,no,no,0,3,False.,Yes
2686,no,no,0,3,False.,Yes
2687,no,no,0,1,False.,Yes
2688,no,no,0,3,False.,Yes
2689,no,yes,37,2,False.,Yes
2690,no,no,0,1,False.,Yes
2691,no,yes,30,3,False.,No
2692,no,no,0,1,True.,Yes
2693,no,no,0,5,False.,Yes
2694,no,no,0,0,False.,Yes
2695,yes,no,0,1,True.,No
2696,no,no,0,1,True.,Yes
2697,no,no,0,1,False.,No
2698,no,no,0,2,False.,Yes
2699,no,no,0,1,False.,Yes
2700,no,no,0,0,True.,Yes
2701,no,no,0,1,False.,No
2702,no,yes,30,1,False.,Yes
2703,yes,no,0,2,True.,Yes
2704,no,yes,13,2,False.,Yes
2705,no,no,0,3,False.,Yes
2706,no,yes,38,2,False.,Yes
2707,no,no,0,1,True.,No
2708,no,no,0,3,False.,No
2709,no,yes,46,4,False.,Yes
2710,no,yes,24,1,False.,Yes
2711,no,yes,37,1,False.,Yes
2712,no,no,0,0,False.,Yes
2713,no,no,0,2,False.,No
2714,no,no,0,1,False.,No
2715,yes,no,0,0,True.,Yes
2716,no,no,0,1,False.,No
2717,no,yes,33,0,False.,Yes
2718,no,no,0,2,False.,Yes
2719,yes,yes,27,1,False.,Yes
2720,yes,yes,35,3,True.,Yes
2721,no,no,0,1,False.,Yes
2722,no,yes,35,4,False.,No
2723,no,yes,16,4,False.,Yes
2724,no,no,0,2,False.,Yes
2725,no,no,0,0,True.,Yes
2726,no,no,0,2,False.,Yes
2727,no,yes,27,2,False.,Yes
2728,no,no,0,1,False.,Yes
2729,no,no,0,4,False.,No
2730,no,yes,32,1,True.,Yes
2731,no,no,0,2,False.,Yes
2732,no,yes,22,2,False.,Yes
2733,no,yes,35,1,False.,No
2734,no,no,0,0,False.,Yes
2735,no,no,0,2,False.,No
2736,no,no,0,1,False.,No
2737,no,no,0,2,False.,No
2738,no,no,0,3,False.,Yes
2739,no,no,0,2,False.,Yes
2740,no,yes,33,1,False.,Yes
2741,no,yes,24,3,False.,Yes
2742,yes,yes,39,1,False.,Yes
2743,yes,yes,21,1,False.,Yes
2744,no,no,0,3,False.,Yes
2745,no,no,0,0,False.,Yes
2746,yes,no,0,2,True.,No
2747,no,no,0,5,False.,Yes
2748,no,no,0,0,True.,No
2749,no,yes,23,1,False.,Yes
2750,no,no,0,1,False.,Yes
2751,no,no,0,2,False.,No
2752,no,no,0,3,False.,No
2753,no,no,0,0,False.,Yes
2754,no,yes,30,1,False.,Yes
2755,no,no,0,1,False.,No
2756,no,no,0,1,False.,No
2757,no,no,0,2,False.,Yes
2758,no,no,0,3,False.,Yes
2759,no,no,0,0,False.,Yes
2760,no,no,0,2,False.,Yes
2761,no,no,0,4,True.,Yes
2762,no,no,0,0,False.,Yes
2763,yes,no,0,2,True.,Yes
2764,no,no,0,2,False.,Yes
2765,yes,yes,26,1,True.,No
2766,yes,no,0,3,False.,No
2767,yes,no,0,1,True.,No
2768,no,yes,27,3,False.,No
2769,no,yes,21,0,False.,Yes
2770,no,no,0,2,False.,No
2771,no,yes,12,2,False.,Yes
2772,no,no,0,2,False.,Yes
2773,yes,no,0,0,True.,Yes
2774,no,no,0,3,True.,Yes
2775,no,no,0,0,False.,Yes
2776,no,no,0,0,False.,Yes
2777,no,no,0,0,False.,Yes
2778,no,no,0,4,True.,No
2779,no,no,0,2,False.,No
2780,no,no,0,1,False.,Yes
2781,no,yes,28,2,False.,Yes
2782,no,no,0,0,True.,Yes
2783,yes,no,0,0,False.,Yes
2784,no,no,0,1,False.,No
2785,no,no,0,2,False.,Yes
2786,no,no,0,3,False.,Yes
2787,no,yes,44,2,False.,Yes
2788,yes,yes,29,1,True.,Yes
2789,no,no,0,1,False.,No
2790,no,no,0,0,False.,No
2791,no,no,0,3,False.,Yes
2792,no,no,0,2,False.,Yes
2793,yes,no,0,1,False.,No
2794,no,no,0,3,False.,Yes
2795,no,no,0,0,True.,No
2796,no,no,0,2,False.,No
2797,no,no,0,3,True.,No
2798,no,yes,41,0,False.,Yes
2799,no,no,0,1,False.,No
2800,no,no,0,0,False.,Yes
2801,no,no,0,3,True.,Yes
2802,yes,no,0,3,False.,No
2803,no,yes,20,1,False.,Yes
2804,no,no,0,1,False.,No
2805,no,no,0,2,False.,Yes
2806,no,no,0,4,False.,Yes
2807,no,no,0,0,False.,Yes
2808,no,no,0,2,False.,No
2809,no,no,0,1,True.,No
2810,no,yes,31,0,False.,No
2811,no,no,0,0,True.,No
2812,no,no,0,1,False.,Yes
2813,no,no,0,0,False.,No
2814,no,yes,24,2,False.,Yes
2815,no,yes,30,1,False.,Yes
2816,no,yes,28,1,False.,Yes
2817,no,yes,50,2,False.,Yes
2818,no,yes,38,0,False.,Yes
2819,no,no,0,1,False.,Yes
2820,no,yes,19,1,False.,Yes
2821,no,no,0,1,False.,No
2822,no,no,0,1,False.,No
2823,no,no,0,2,False.,Yes
2824,no,yes,24,2,False.,No
2825,no,no,0,2,True.,Yes
2826,no,no,0,0,False.,Yes
2827,no,no,0,2,False.,Yes
2828,yes,no,0,0,False.,Yes
2829,no,no,0,2,False.,No
2830,no,no,0,2,False.,Yes
2831,no,yes,27,1,False.,No
2832,no,no,0,0,True.,Yes
2833,yes,no,0,5,True.,No
2834,no,no,0,2,False.,Yes
2835,yes,yes,30,1,False.,Yes
2836,yes,yes,26,0,True.,Yes
2837,no,yes,27,3,False.,Yes
2838,no,no,0,1,False.,Yes
2839,no,no,0,1,False.,Yes
2840,no,yes,9,0,False.,Yes
2841,no,no,0,0,False.,No
2842,no,no,0,1,False.,Yes
2843,no,yes,31,2,False.,Yes
2844,no,no,0,2,False.,Yes
2845,no,no,0,1,False.,No
2846,no,yes,40,2,True.,No
2847,no,no,0,3,False.,Yes
2848,no,no,0,0,True.,Yes
2849,no,no,0,2,False.,Yes
2850,no,no,0,1,False.,Yes
2851,no,no,0,1,False.,Yes
2852,no,no,0,0,False.,No
2853,no,yes,39,3,False.,Yes
2854,no,no,0,2,False.,Yes
2855,no,yes,23,1,False.,Yes
2856,no,no,0,0,False.,Yes
2857,no,no,0,2,False.,Yes
2858,no,no,0,2,False.,No
2859,no,no,0,0,False.,No
2860,no,no,0,1,False.,Yes
2861,yes,no,0,0,True.,Yes
2862,no,no,0,1,False.,No
2863,no,no,0,3,False.,Yes
2864,no,yes,19,3,False.,No
2865,no,yes,23,2,False.,Yes
2866,no,no,0,1,False.,Yes
2867,yes,no,0,1,False.,Yes
2868,no,yes,9,3,False.,No
2869,no,yes,44,1,False.,Yes
2870,no,no,0,1,False.,Yes
2871,no,yes,30,2,False.,Yes
2872,no,yes,31,1,False.,No
2873,no,no,0,4,True.,No
2874,no,yes,34,2,True.,No
2875,yes,yes,32,0,True.,Yes
2876,no,yes,24,1,False.,Yes
2877,no,yes,30,0,False.,Yes
2878,no,no,0,2,False.,No
2879,no,no,0,1,False.,Yes
2880,no,no,0,0,False.,No
2881,no,no,0,3,False.,Yes
2882,no,no,0,2,False.,Yes
2883,no,no,0,3,False.,Yes
2884,no,yes,17,1,False.,Yes
2885,no,no,0,3,True.,Yes
2886,no,no,0,5,True.,Yes
2887,no,yes,29,6,True.,Yes
2888,no,no,0,1,False.,Yes
2889,no,no,0,0,False.,Yes
2890,no,yes,27,2,False.,Yes
2891,no,yes,27,0,False.,No
2892,no,no,0,0,False.,Yes
2893,no,no,0,1,False.,Yes
2894,no,yes,27,2,False.,No
2895,yes,no,0,0,True.,No
2896,no,no,0,1,False.,No
2897,no,no,0,0,False.,Yes
2898,no,no,0,2,False.,No
2899,no,no,0,1,False.,Yes
2900,no,no,0,3,False.,Yes
2901,yes,no,0,0,True.,Yes
2902,no,no,0,4,False.,No
2903,no,no,0,2,False.,Yes
2904,no,no,0,3,False.,Yes
2905,no,no,0,1,False.,Yes
2906,yes,yes,28,1,False.,Yes
2907,no,no,0,2,False.,Yes
2908,no,no,0,2,False.,Yes
2909,no,yes,25,1,False.,No
2910,no,no,0,1,False.,Yes
2911,no,yes,42,0,False.,Yes
2912,no,no,0,2,False.,No
2913,no,yes,33,2,False.,Yes
2914,no,no,0,3,False.,Yes
2915,no,no,0,1,False.,No
2916,no,yes,23,2,False.,Yes
2917,no,no,0,1,True.,Yes
2918,no,no,0,1,False.,No
2919,yes,no,0,1,False.,Yes
2920,no,no,0,0,True.,Yes
2921,no,yes,27,4,False.,Yes
2922,no,no,0,0,False.,No
2923,yes,no,0,0,False.,Yes
2924,no,no,0,2,False.,No
2925,no,no,0,0,True.,Yes
2926,no,no,0,2,False.,Yes
2927,no,no,0,2,False.,Yes
2928,no,no,0,5,True.,Yes
2929,yes,no,0,4,True.,Yes
2930,no,yes,26,1,False.,Yes
2931,no,no,0,1,False.,Yes
2932,no,no,0,1,False.,Yes
2933,no,no,0,3,False.,No
2934,no,no,0,2,False.,No
2935,no,no,0,1,False.,Yes
2936,no,yes,33,3,False.,Yes
2937,no,no,0,2,False.,Yes
2938,no,no,0,1,False.,Yes
2939,no,yes,35,2,False.,No
2940,no,no,0,2,True.,Yes
2941,no,yes,41,0,False.,No
2942,no,no,0,0,False.,Yes
2943,no,yes,20,0,False.,No
2944,no,no,0,1,False.,Yes
2945,no,no,0,1,False.,Yes
2946,yes,no,0,0,False.,No
2947,no,no,0,1,False.,Yes
2948,yes,yes,32,0,False.,Yes
2949,no,no,0,0,False.,Yes
2950,no,no,0,1,False.,Yes
2951,no,no,0,2,False.,Yes
2952,no,no,0,2,False.,Yes
2953,no,no,0,1,False.,Yes
2954,no,yes,21,2,False.,No
2955,no,no,0,1,False.,Yes
2956,no,no,0,1,False.,Yes
2957,no,no,0,0,False.,Yes
2958,no,no,0,1,False.,Yes
2959,no,yes,28,1,False.,Yes
2960,no,no,0,0,False.,No
2961,no,no,0,2,False.,Yes
2962,no,yes,19,4,False.,Yes
2963,no,yes,24,0,False.,Yes
2964,no,no,0,3,False.,Yes
2965,no,no,0,0,False.,No
2966,no,yes,32,2,True.,Yes
2967,no,no,0,2,False.,Yes
2968,no,no,0,1,False.,No
2969,yes,no,0,0,True.,Yes
2970,no,yes,20,1,False.,No
